SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,trajectory
0,0.009960906281296911,40,0.0,27.110201768765226,,7.0,0.0,0.0,0.0,1.0,improving
0,0.0,59,2.0,2078.430006869361,,4.0,0.0,2.0,1.0,3.0,stable
0,0.0,57,0.0,0.5892888801133317,4280.55957516544,7.0,1.0,1.0,0.0,0.0,stable
0,0.6881397032815834,54,0.0,0.21518892034388962,6610.552072843842,9.0,0.0,1.0,0.0,0.0,improving
0,0.14624040512823935,67,0.0,1049.6669755747432,,17.0,0.0,0.0,0.0,0.0,improving
0,0.9215595824885912,59,0.0,0.5678519160187888,6995.76703726936,24.0,0.0,2.0,0.0,1.0,stable
0,0.14557052428772402,49,0.0,0.3859904179374365,4529.685010486175,8.0,0.0,1.0,0.0,2.0,stable
0,0.0,55,0.0,0.2024091736555713,20683.617516550938,16.0,0.0,2.0,0.0,4.0,stable
0,0.0,73,0.0,0.3895629629931077,3741.649760300745,13.0,0.0,1.0,0.0,0.0,stable
0,0.0,35,0.0,0.48515132949526113,3351.972286185438,11.0,0.0,1.0,0.0,0.0,stable
0,0.08253849354600991,47,0.0,0.5477827258461585,1721.489000273315,10.0,0.0,2.0,1.0,0.0,stable
0,1.0,70,0.0,84.26408344797171,,5.0,0.0,0.0,0.0,0.0,stable
0,0.24888833546805703,49,0.0,0.30120576355417955,11444.480717799801,5.0,1.0,1.0,0.0,5.0,deteriorating
0,0.8396508441335704,49,0.0,3465.897942129202,,11.0,0.0,1.0,0.0,1.0,stable
0,0.7564776926382235,59,0.0,0.2888951634695267,16425.060617516894,8.0,0.0,2.0,0.0,4.0,stable
0,0.0723027966078134,51,0.0,0.20401820845168944,11022.706422084664,7.0,0.0,1.0,0.0,1.0,stable
0,0.9756866682917659,36,0.0,3134.563273697068,0.0,2.0,0.0,1.0,0.0,2.0,stable
0,0.8592174807749693,53,0.0,0.7949538166597985,3845.7965340269457,6.0,0.0,2.0,0.0,0.0,improving
0,0.42845855063004123,70,0.0,1870.8555719527208,,8.0,0.0,1.0,0.0,0.0,stable
0,0.016986442817203948,69,0.0,0.004733113917078951,4864.10889179291,4.0,0.0,0.0,0.0,0.0,improving
0,0.20946446343488215,44,0.0,0.2940828375369777,6581.722114252875,8.0,0.0,2.0,0.0,3.0,improving
0,0.0,36,1.0,0.2632667996112785,6669.5262854447865,10.0,0.0,0.0,0.0,2.0,stable
0,0.2504192414563134,50,1.0,1844.6294449250652,,8.0,0.0,1.0,0.0,2.0,improving
0,0.35043351691100294,69,1.0,1052.2245937424643,,7.0,0.0,1.0,1.0,0.0,stable
0,0.02631497479041403,60,0.0,0.10931915972149732,4775.98460356766,4.0,0.0,0.0,0.0,1.0,stable
0,0.012741036400122294,68,0.0,0.08365912231372993,8227.08164637953,5.0,0.0,0.0,0.0,2.0,stable
0,0.2425608937426956,35,0.0,0.05255065497474943,3270.28350869165,4.0,0.0,0.0,0.0,0.0,improving
0,0.3586683098165064,62,0.0,0.2746495448292425,10720.99456255023,14.0,0.0,2.0,0.0,0.0,stable
0,0.9292302319259679,33,0.0,0.2423805373862346,5135.287529971043,10.0,0.0,0.0,0.0,2.0,stable
0,0.21306618353601764,42,0.0,0.19067277813283143,5969.1290486052085,8.0,0.0,0.0,0.0,0.0,stable
0,0.032599157195589645,46,0.0,1.2699863342238469,4367.241680493165,5.0,0.0,2.0,1.0,1.0,stable
0,0.16070693223923524,67,0.0,0.01982069193579222,8285.206167026123,2.0,0.0,0.0,0.0,0.0,improving
0,0.04953169063718355,51,0.0,1.0497673204564175,4097.537919220275,16.0,0.0,2.0,0.0,2.0,stable
0,0.0702299752249979,67,0.0,0.42055914102062447,224.05109467323973,4.0,0.0,0.0,0.0,0.0,stable
0,0.12239720406638105,87,0.0,0.024615540264442518,2614.5608946083753,1.0,0.0,0.0,0.0,0.0,stable
0,0.12648444814413543,65,1.0,0.052713965814996176,6294.872571710392,7.0,0.0,0.0,0.0,1.0,improving
0,0.23768120694454234,72,1.0,0.29608307620354657,3264.405678077634,7.0,0.0,0.0,0.0,0.0,stable
0,0.7832323532973378,30,0.0,0.6625088570539995,7526.478695606306,9.0,1.0,1.0,0.0,0.0,stable
0,0.7879792034976928,55,2.0,4214.1996511101615,,21.0,0.0,2.0,0.0,1.0,stable
0,0.027431431737475198,77,0.0,0.007357596154485728,2447.146428879932,10.0,0.0,0.0,0.0,0.0,deteriorating
0,4.891761863431109e-05,53,1.0,0.07466903389114726,6586.778978261649,7.0,1.0,0.0,1.0,1.0,deteriorating
1,0.8863526394037854,61,0.0,1.0881020254137976,3378.3097978929172,9.0,0.0,2.0,0.0,1.0,improving
1,0.9505620704606501,37,0.0,0.07544718165744746,6620.826114664076,1.0,2.0,0.0,2.0,3.0,stable
0,0.2009522205332514,59,2.0,0.31959130455233487,5666.971378276917,15.0,0.0,2.0,0.0,0.0,deteriorating
0,0.8449097256195645,24,0.0,0.011210006847673365,503.5373946704923,0.0,0.0,0.0,0.0,0.0,improving
0,0.0024428430078777567,62,0.0,0.000824512002757744,9088.56341718133,7.0,0.0,0.0,0.0,2.0,improving
0,0.4233359030792129,64,0.0,0.46556885944181287,4706.310437498771,11.0,0.0,1.0,0.0,1.0,stable
0,0.9934386592888221,30,0.0,0.26799420489320114,3582.603349380532,5.0,0.0,0.0,0.0,0.0,stable
0,0.030211678191480504,56,0.0,1282.26382003775,,8.0,0.0,1.0,1.0,0.0,stable
0,0.9310244468376477,81,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,deteriorating
0,0.2379091035109987,62,0.0,0.35259212022362874,7366.262013585112,15.0,0.0,1.0,0.0,1.0,stable
0,0.10679146065016648,65,0.0,0.2932693552176164,11534.769481971525,20.0,0.0,1.0,1.0,1.0,stable
0,0.0017296031242748481,87,0.0,1.043663838740688,,4.0,0.0,0.0,0.0,0.0,stable
0,0.18672206302462854,36,0.0,0.4327523672959679,5202.79876596988,8.0,0.0,1.0,1.0,4.0,stable
0,0.0,60,1.0,0.15102729972854292,3604.4481626868665,6.0,0.0,1.0,0.0,0.0,stable
0,0.677600618071837,61,0.0,0.7808431968745646,7535.169321535395,20.0,1.0,5.0,0.0,0.0,deteriorating
0,0.13194620398641346,48,0.0,0.6213228717350556,3497.287274137806,23.0,0.0,2.0,0.0,0.0,improving
0,0.08759235829706659,62,0.0,0.12361644338647179,15969.087831682236,7.0,0.0,1.0,0.0,0.0,improving
0,0.8669260010336265,35,1.0,0.5669680670092333,2715.6638336337273,8.0,0.0,0.0,0.0,0.0,stable
0,0.0,45,0.0,0.0,2744.119761619187,8.0,0.0,0.0,0.0,1.0,improving
0,0.43613944819750244,75,0.0,0.3266003131632156,7187.598342963346,23.0,0.0,0.0,0.0,0.0,stable
0,0.0,52,0.0,0.0,1431.987859324261,4.0,0.0,0.0,0.0,0.0,improving
0,1.0,58,0.0,348.7128749094965,,5.0,0.0,0.0,2.0,0.0,stable
0,0.00022722660866273986,59,0.0,0.17290205279588827,2935.0545891436886,4.0,0.0,0.0,0.0,2.0,stable
0,0.008586533671425447,54,0.0,0.3630834053774514,3831.535910040239,3.0,0.0,1.0,0.0,2.0,stable
0,0.07205782250364709,69,0.0,0.2740928498813551,6780.385478905259,13.0,1.0,2.0,0.0,3.0,stable
0,0.46184933974177006,39,0.0,0.39450615694845514,6698.588709869287,10.0,0.0,1.0,0.0,2.0,stable
0,0.016064264014516806,66,0.0,0.10828307926851762,4291.4841228940095,10.0,0.0,1.0,0.0,0.0,stable
0,0.0,27,1.0,0.056701689272830605,1849.5290477145143,2.0,0.0,0.0,1.0,0.0,stable
1,0.0,62,3.0,0.2849122658986953,6487.63979802962,5.0,1.0,1.0,2.0,0.0,stable
0,0.012073365760883047,56,1.0,0.20282566630953439,4456.9354852960805,11.0,0.0,1.0,0.0,0.0,stable
0,0.14017849926190584,38,1.0,0.492306867962358,2945.184518144173,8.0,1.0,2.0,0.0,1.0,deteriorating
0,0.06603168032271896,60,0.0,0.28367907868455305,7537.632926343928,18.0,0.0,1.0,0.0,0.0,stable
1,0.9589496287246944,44,0.0,1.214661016570538,3665.0302829909206,29.0,1.0,2.0,1.0,3.0,stable
0,0.029270715950131827,55,0.0,0.3260078248158143,3691.3896240376935,15.0,0.0,1.0,1.0,0.0,stable
0,1.0,36,0.0,1.9263921198905938,2548.5527280123474,7.0,0.0,2.0,0.0,0.0,stable
0,0.06307348860749268,70,1.0,0.8465059939385101,2465.0014153231155,9.0,1.0,1.0,0.0,0.0,deteriorating
0,0.9742673469208076,49,0.0,0.6841523760499489,3846.4645879677514,2.0,1.0,0.0,3.0,2.0,stable
0,0.02382865958577202,83,0.0,0.0176469034527288,5276.266868656449,6.0,0.0,0.0,0.0,0.0,improving
0,0.26109973046863155,61,0.0,0.5568530257320229,5012.075543753929,20.0,0.0,3.0,0.0,3.0,stable
1,0.7223989190155384,48,0.0,0.5360744870812922,5622.448599978172,7.0,0.0,1.0,0.0,2.0,stable
0,0.008404985944235577,48,0.0,0.01680420553333544,2752.6288087823636,7.0,0.0,0.0,0.0,0.0,stable
0,0.5965172885711073,61,0.0,0.6849943390297308,7347.304274001064,19.0,1.0,1.0,0.0,0.0,deteriorating
0,0.40547329896548895,44,0.0,0.47017308596750385,4252.328121558546,7.0,0.0,1.0,1.0,1.0,stable
0,0.01982870901574744,58,0.0,0.06434258943112799,5775.425138912502,19.0,0.0,1.0,0.0,0.0,stable
0,0.0,58,1.0,0.45999375577220547,10490.509963429859,8.0,0.0,2.0,0.0,2.0,stable
0,0.01846396918834955,48,0.0,995.4140760954158,,7.0,0.0,0.0,0.0,0.0,stable
0,0.9123702374531466,53,0.0,0.37682303406681367,10687.245888919108,9.0,0.0,2.0,0.0,1.0,stable
0,0.00882812303444749,60,1.0,0.2352298463090873,5755.494625579238,10.0,0.0,1.0,0.0,1.0,stable
0,0.7532245442884709,32,0.0,11.299162332746755,215.97448306064413,9.0,0.0,2.0,1.0,0.0,stable
0,0.05308532909481333,55,0.0,0.16360010802680441,6767.339789762561,13.0,0.0,1.0,0.0,0.0,improving
0,0.05273336556865046,43,1.0,0.4454499499189375,1902.7347664871031,3.0,0.0,1.0,0.0,0.0,deteriorating
0,0.0,55,0.0,0.3462197779286505,5126.578271393834,12.0,0.0,2.0,0.0,2.0,stable
0,0.7340580015157437,68,0.0,0.0841903059418429,4805.715897618199,12.0,0.0,0.0,0.0,0.0,stable
0,0.4354083626538847,47,0.0,0.3443334522488594,3744.933955864027,8.0,0.0,1.0,0.0,0.0,stable
0,0.0,35,0.0,656.4026267715753,,6.0,0.0,1.0,0.0,0.0,improving
0,0.8417460141701218,33,1.0,0.16058118735191806,3099.626012621208,2.0,0.0,0.0,0.0,0.0,stable
0,0.24243169214681196,55,0.0,1.2268676007583903,3416.988444401091,12.0,0.0,2.0,0.0,0.0,improving
0,0.024268047293777163,67,0.0,0.20477855774727632,4101.91597577378,10.0,0.0,0.0,0.0,1.0,improving
0,0.10397213962720973,50,0.0,0.544999945874108,4638.113677611365,7.0,0.0,1.0,0.0,2.0,improving
0,1.0,69,0.0,0.3789725910260998,16085.953669925697,9.0,0.0,3.0,0.0,0.0,stable
0,0.03507932363753106,63,0.0,1777.5714342369733,,9.0,0.0,1.0,1.0,0.0,deteriorating
0,0.3465649590336035,69,0.0,0.10498860478629325,2534.678182291797,2.0,0.0,0.0,0.0,0.0,stable
0,0.09844952639467694,61,0.0,0.2283192779655117,6980.439803524648,17.0,0.0,2.0,0.0,1.0,stable
0,0.9071520040072328,63,0.0,490.5187723264935,,6.0,0.0,0.0,1.0,0.0,stable
0,0.0,61,1.0,0.03332341308437118,10289.898563858942,9.0,0.0,0.0,0.0,0.0,stable
0,0.5332551339945379,64,0.0,0.28002615078608223,6820.35123480255,6.0,0.0,1.0,0.0,3.0,improving
0,0.03806160742696765,44,0.0,0.24729267024546148,7619.264275442271,13.0,0.0,2.0,0.0,3.0,improving
0,0.005181372086034988,76,0.0,0.9598129702969697,0.0,4.0,0.0,0.0,0.0,0.0,stable
0,0.4331598660234129,57,1.0,0.12545152829375608,9307.762335358444,6.0,1.0,1.0,1.0,1.0,deteriorating
0,0.13820432146942574,68,1.0,1799.4172145288696,,6.0,0.0,1.0,0.0,0.0,stable
0,0.0,43,1.0,0.3089064264853149,21321.965994860053,12.0,0.0,1.0,2.0,5.0,stable
1,0.2108108346798636,63,0.0,0.6063993524255669,3677.9410713605726,10.0,0.0,2.0,0.0,0.0,stable
0,0.03250324695463347,39,1.0,0.5793140411785003,4289.33240563705,10.0,0.0,2.0,0.0,0.0,deteriorating
0,0.5246961547837514,41,0.0,0.35275538513129,8110.482211091189,13.0,0.0,1.0,1.0,1.0,stable
0,0.0,53,0.0,0.3312582413549918,7199.674007937118,7.0,0.0,1.0,0.0,0.0,stable
0,0.017134101834501057,59,0.0,0.22297189680746102,11678.78471803744,24.0,0.0,1.0,0.0,2.0,stable
0,0.015612841821774111,76,1.0,0.03873819780656712,3076.3883151139926,9.0,0.0,0.0,0.0,1.0,deteriorating
0,0.012656876776698273,84,1.0,17.127168884537486,,9.0,1.0,0.0,0.0,0.0,deteriorating
0,0.32169211757921345,66,0.0,0.20249222551463927,22471.218348078528,12.0,0.0,2.0,0.0,0.0,improving
0,0.045241744878175796,31,2.0,0.3570600791736912,5906.919047780659,12.0,0.0,1.0,1.0,0.0,deteriorating
0,0.010451024326185795,88,0.0,0.24362293470846727,1557.5143823886467,10.0,1.0,1.0,0.0,0.0,deteriorating
0,0.21037488185299094,35,0.0,0.3824757244924134,2148.5202589463734,10.0,0.0,1.0,1.0,1.0,stable
0,0.03599985950398032,68,0.0,0.3869908111850305,3020.181229612686,8.0,0.0,1.0,0.0,0.0,stable
0,0.0016744149100347706,66,0.0,0.1485669272002748,17067.00283817753,17.0,0.0,1.0,0.0,0.0,improving
0,0.02832937696347971,67,0.0,0.10736304799388803,13021.554587858633,4.0,0.0,1.0,0.0,1.0,improving
1,0.9227692480165546,43,5.0,0.30509169441036643,6694.266890711772,10.0,2.0,0.0,0.0,3.0,stable
0,1.0,67,0.0,0.5154888591913402,17250.949122674698,20.0,0.0,3.0,0.0,1.0,stable
0,0.06864924201760125,29,0.0,0.17558645150528465,2903.7893786713057,3.0,3.0,0.0,2.0,0.0,improving
0,0.2212343194443445,34,1.0,0.0952900086487341,25735.545438238467,10.0,0.0,1.0,0.0,3.0,stable
1,1.0,64,2.0,0.47836629512634865,3864.3718030017585,15.0,0.0,1.0,1.0,3.0,deteriorating
0,0.32012390554463627,63,0.0,0.0013057070072646608,5376.511788863372,4.0,0.0,0.0,1.0,1.0,stable
0,0.1684845062316488,67,0.0,0.004965096108766455,69493.12622696624,4.0,0.0,0.0,0.0,1.0,stable
0,0.20663137655087868,54,0.0,0.0872133152421189,2596.6615319560538,7.0,0.0,0.0,0.0,0.0,improving
0,0.5119092860222646,44,1.0,0.1677203555918974,4789.443537968876,9.0,0.0,0.0,0.0,0.0,stable
0,0.044439677279868424,54,0.0,0.14497328406166982,12522.122379658447,11.0,0.0,2.0,0.0,0.0,stable
0,0.0162854669883409,60,1.0,0.09728576049508858,5369.227694894608,9.0,0.0,0.0,0.0,0.0,stable
0,0.8273978259447065,31,3.0,0.37601429685439874,3670.7257338239706,7.0,2.0,0.0,1.0,0.0,deteriorating
0,0.0,37,0.0,0.34292762924504055,8047.827618153378,7.0,0.0,1.0,0.0,1.0,stable
0,0.0,28,0.0,0.4071405558608355,856.6337280557677,2.0,0.0,0.0,1.0,0.0,stable
0,0.7276438797368798,64,0.0,0.11512213610607697,2105.7892862607127,8.0,0.0,0.0,0.0,0.0,improving
0,0.7020295210905229,70,0.0,0.15321292204736472,9199.636430135086,9.0,0.0,0.0,0.0,1.0,deteriorating
0,0.011955548786365146,58,0.0,0.000749455489829414,6676.902110746161,3.0,0.0,0.0,0.0,0.0,stable
0,0.8296522660290128,56,0.0,0.9028078603869621,3311.57605195059,20.0,3.0,2.0,0.0,1.0,stable
0,0.22464095569985545,57,1.0,0.14384200340078807,3678.428378348767,7.0,0.0,0.0,0.0,0.0,stable
0,1.0,51,0.0,0.13594593204356709,8226.846349777294,4.0,0.0,0.0,1.0,1.0,stable
0,0.9635122555478001,31,0.0,0.34493718601544143,2006.5612277217188,4.0,0.0,0.0,0.0,0.0,stable
0,0.022285205106444043,65,0.0,0.006940527890175962,4811.6963074132955,7.0,0.0,0.0,0.0,0.0,improving
0,0.9599916977973891,52,1.0,0.15720576220568772,4439.922853704337,4.0,1.0,0.0,0.0,1.0,stable
0,0.04692997032007905,53,1.0,0.10792098430374199,39284.24377751158,11.0,0.0,2.0,0.0,2.0,stable
0,0.07566755148404045,60,0.0,3120.4247543899664,,14.0,0.0,1.0,0.0,9.0,improving
0,0.1024634835437247,54,1.0,0.3314718263137808,10492.34029702524,13.0,0.0,1.0,0.0,0.0,stable
0,0.8545194863735401,53,1.0,0.35505654784982776,6082.302676995982,16.0,1.0,0.0,0.0,0.0,stable
0,1.0,73,0.0,0.4408357928229004,10250.334013070758,4.0,0.0,2.0,0.0,0.0,improving
0,0.11884890034126681,45,1.0,0.5413037944474753,10213.974553535105,11.0,0.0,3.0,0.0,2.0,improving
0,0.010214321124503248,58,0.0,1720.4245062023272,,10.0,0.0,1.0,0.0,5.0,improving
0,0.5403184558980142,44,1.0,0.038789431746700576,3877.319552186044,4.0,0.0,0.0,0.0,4.0,stable
0,0.09481783259246984,60,0.0,0.2509931432614884,9786.481295366975,26.0,0.0,2.0,1.0,0.0,stable
0,0.0,41,1.0,0.0,,2.0,0.0,0.0,0.0,0.0,deteriorating
0,0.05114786766554152,61,0.0,0.24770147327743938,6503.239177445095,18.0,0.0,1.0,0.0,3.0,stable
0,0.35548158938459484,80,0.0,0.4796035904459467,5440.655874892563,6.0,0.0,1.0,0.0,0.0,stable
0,0.013931538162599663,69,0.0,0.5275969156945317,3962.417973089736,6.0,0.0,1.0,0.0,0.0,stable
0,0.07952472612368401,73,0.0,0.9198680126375679,2876.5636077178333,18.0,0.0,2.0,0.0,0.0,improving
0,0.0243823521218852,60,1.0,0.08695071585114639,4148.219859392799,8.0,1.0,0.0,0.0,2.0,deteriorating
0,0.08708193320309786,54,0.0,5485.071157842302,,18.0,0.0,2.0,0.0,2.0,stable
0,1.0,45,2.0,0.9050710162068623,3545.878002749274,6.0,0.0,1.0,0.0,2.0,deteriorating
0,0.0075232514946532575,42,0.0,0.31082148999190834,10070.976769305105,11.0,0.0,2.0,0.0,2.0,stable
0,0.11730398097955268,58,0.0,0.47724601427279767,4510.319856186306,16.0,0.0,2.0,0.0,1.0,stable
0,0.028799172468574684,58,0.0,2270.158381400776,,12.0,0.0,2.0,0.0,0.0,improving
0,0.06638063225558452,58,0.0,3651.3890767827397,,6.0,0.0,3.0,0.0,3.0,stable
0,0.00573265475887194,70,1.0,602.0172914482846,,9.0,0.0,0.0,0.0,0.0,stable
0,0.028621690023162123,50,0.0,0.26490575450222625,5582.840224195164,7.0,0.0,1.0,0.0,1.0,stable
0,0.21066591466800166,47,1.0,1.3083708820612832,2133.4336845828893,11.0,0.0,1.0,0.0,2.0,deteriorating
0,0.9898745169060827,44,0.0,4602.930867223567,,5.0,0.0,2.0,0.0,0.0,stable
0,1.0,51,2.0,1.193578970374965,2963.355940490251,5.0,1.0,1.0,0.0,2.0,deteriorating
1,0.23730430002140304,31,1.0,7637.881799594332,0.0,17.0,0.0,9.0,0.0,1.0,improving
0,0.02229201464628592,41,0.0,0.5366346369847483,4727.385310308727,6.0,0.0,3.0,0.0,2.0,stable
0,0.0336127698255725,56,0.0,0.0023677963917590897,8660.75121609166,3.0,1.0,0.0,0.0,0.0,improving
0,0.6473326923942064,42,0.0,0.04274698181974415,47519.472985216526,11.0,0.0,2.0,0.0,0.0,stable
0,0.0033914089941936986,59,0.0,0.2919754862259669,5345.134062016192,2.0,0.0,1.0,0.0,1.0,stable
0,0.002621944629074238,81,0.0,855.5936341070098,,11.0,0.0,1.0,0.0,0.0,improving
0,0.0,23,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,improving
0,0.31368168240594824,51,0.0,0.46532463799204377,7927.022861046108,24.0,0.0,2.0,0.0,2.0,stable
0,0.510001795810612,50,0.0,0.8115295113006576,6662.3650468252845,19.0,0.0,1.0,0.0,1.0,stable
0,0.002370734091940855,42,0.0,0.5181660739622301,1169.0015740669542,12.0,0.0,0.0,0.0,0.0,improving
0,0.20082860738265057,62,0.0,0.1627383033209341,15387.778750922831,12.0,0.0,2.0,0.0,0.0,deteriorating
0,0.13277575800453426,52,0.0,0.9007264678957417,7693.4568977574445,21.0,0.0,4.0,0.0,0.0,improving
